id,gender,Age,abonoment_type,visit_per_week,attend_group_lesson,avg_time_check_in,avg_time_check_out,avg_time_in_gym,drink_abo,personal_training,name_personal_trainer,uses_sauna,Mon,Tue,Wed,Thu,Fri,Sat,Sun,has_fav_group_lesson,Group_Lesson_Kickboxen,Group_Lesson_BodyPump,Group_Lesson_Zumba,Group_Lesson_XCore,Group_Lesson_Running,Group_Lesson_Yoga,Group_Lesson_LesMiles,Group_Lesson_Pilates,Group_Lesson_HIT,Group_Lesson_Spinning,Group_Lesson_BodyBalance,has_fav_drink,fav_drink_berryboost,fav_drink_lemon,fav_drink_passion_fruit,fav_drink_coconut_pineapple,fav_drink_orange,fav_drink_black_currant
295,Male,36,Standard,3,0,15:28:00,17:57:00,149,1,0,No PT,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
296,Female,23,Standard,4,0,10:17:00,12:21:00,124,1,0,No PT,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
297,Male,30,Standard,5,0,17:29:00,18:25:00,56,0,1,Jeffrey,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,Female,34,Premium,2,0,19:17:00,20:30:00,73,0,1,Chantal,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,Female,43,Premium,5,0,12:31:00,14:11:00,100,1,1,Mike,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
300,Male,13,Premium,3,1,14:53:00,15:55:00,62,0,0,No PT,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
301,Female,23,Premium,3,1,13:06:00,14:35:00,89,1,1,Chantal,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0
302,Male,45,Standard,3,1,12:48:00,15:24:00,156,0,1,Jeffrey,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Female,42,Standard,3,0,13:32:00,14:56:00,84,0,1,Hanna,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,Male,35,Standard,1,0,13:53:00,14:33:00,40,0,0,No PT,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,Male,26,Standard,4,1,8:48:00,10:35:00,107,0,0,No PT,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
306,Male,20,Standard,2,1,11:47:00,14:10:00,143,1,1,Chantal,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0
307,Female,32,Standard,3,0,17:30:00,20:14:00,164,0,1,Chantal,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Female,31,Premium,4,0,11:54:00,13:21:00,87,0,0,No PT,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Male,29,Standard,3,0,15:05:00,16:19:00,74,0,1,Mike,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Male,34,Standard,2,1,19:18:00,19:53:00,35,0,1,Chantal,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
311,Female,44,Standard,1,0,17:41:00,18:15:00,34,1,1,Chantal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
312,Male,22,Premium,5,1,17:41:00,19:31:00,110,0,0,No PT,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
313,Male,48,Standard,1,1,19:29:00,22:21:00,172,1,0,No PT,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
314,Male,36,Standard,1,0,19:20:00,21:58:00,158,1,0,No PT,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
315,Male,16,Premium,1,1,8:38:00,10:25:00,107,0,1,Mike,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
316,Male,14,Standard,3,0,20:52:00,22:02:00,70,1,1,Chantal,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
317,Male,36,Premium,3,0,11:06:00,11:44:00,38,1,1,Chantal,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
318,Male,40,Premium,2,0,11:37:00,14:23:00,166,0,1,Chantal,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,Male,32,Premium,3,0,10:38:00,13:05:00,147,1,0,No PT,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
320,Female,12,Standard,5,1,9:36:00,12:09:00,153,1,1,Chantal,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
321,Male,26,Premium,3,0,14:11:00,15:11:00,60,1,0,No PT,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
322,Male,23,Standard,2,0,20:18:00,20:55:00,37,0,1,Chantal,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,Male,26,Premium,5,1,17:11:00,18:02:00,51,0,1,Chantal,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
324,Female,30,Standard,3,1,19:16:00,20:15:00,59,0,1,Chantal,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
325,Male,29,Standard,3,0,10:34:00,11:13:00,39,0,0,No PT,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Female,47,Standard,3,0,18:24:00,19:13:00,49,1,0,No PT,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
327,Female,13,Standard,3,0,14:01:00,16:23:00,142,1,0,No PT,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
328,Female,22,Standard,5,0,13:52:00,14:43:00,51,0,0,No PT,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,Male,33,Premium,4,1,9:15:00,10:04:00,49,0,0,No PT,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
330,Female,27,Standard,2,0,11:43:00,14:26:00,163,1,0,No PT,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
331,Female,35,Premium,2,1,16:36:00,17:42:00,66,1,0,No PT,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
332,Female,21,Premium,3,1,20:22:00,21:59:00,97,1,0,No PT,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
333,Male,40,Premium,3,0,11:18:00,14:09:00,171,0,1,Hanna,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,Male,15,Standard,3,0,17:29:00,18:03:00,34,0,0,No PT,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,Female,23,Premium,3,0,13:42:00,14:33:00,51,0,0,No PT,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,Female,49,Standard,1,1,10:40:00,11:24:00,44,0,1,Chantal,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
337,Male,42,Premium,2,0,18:22:00,20:18:00,116,1,1,Chantal,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
338,Male,27,Premium,3,1,10:06:00,11:38:00,92,1,0,No PT,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
339,Female,41,Standard,3,1,15:40:00,17:21:00,101,1,1,Chantal,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0
340,Male,22,Premium,3,1,18:51:00,21:17:00,146,0,1,Jeffrey,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
341,Female,36,Standard,4,0,14:02:00,16:28:00,146,0,0,No PT,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,Male,26,Standard,5,1,17:57:00,19:05:00,68,1,1,Jeffrey,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
343,Female,19,Premium,5,1,9:53:00,12:49:00,176,0,1,Mike,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
344,Female,38,Standard,4,1,12:50:00,14:19:00,89,0,0,No PT,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
345,Male,39,Standard,2,0,14:30:00,16:14:00,104,0,1,Mike,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,Female,43,Premium,3,1,12:17:00,15:09:00,172,0,0,No PT,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
347,Female,39,Standard,3,0,16:51:00,18:36:00,105,0,0,No PT,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,Male,21,Standard,3,0,12:59:00,13:48:00,49,1,0,No PT,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
349,Female,39,Standard,2,0,12:53:00,14:54:00,121,0,1,Jeffrey,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,Female,35,Standard,2,1,16:20:00,17:21:00,61,1,1,Jeffrey,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
351,Male,35,Standard,1,1,19:27:00,22:03:00,156,0,0,No PT,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
352,Female,31,Standard,1,1,9:42:00,12:25:00,163,0,0,No PT,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
353,Female,15,Premium,2,0,13:37:00,14:50:00,73,1,1,Mike,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
354,Female,44,Premium,2,1,17:13:00,18:15:00,62,0,0,No PT,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
355,Male,37,Standard,1,1,16:45:00,18:58:00,133,0,0,No PT,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
356,Male,32,Standard,1,1,18:44:00,19:28:00,44,0,0,No PT,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
357,Female,17,Standard,2,1,20:55:00,22:18:00,83,1,0,No PT,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
358,Female,37,Standard,1,1,18:06:00,19:59:00,113,0,0,No PT,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,Female,25,Standard,3,0,15:21:00,16:26:00,65,0,1,Hanna,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,Female,32,Standard,2,1,17:04:00,19:46:00,162,0,1,Jeffrey,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
361,Female,44,Standard,5,1,20:04:00,22:29:00,145,0,1,Mike,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
362,Female,37,Premium,4,1,11:51:00,13:57:00,126,1,0,No PT,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
363,Male,17,Standard,1,1,12:17:00,15:14:00,177,1,1,Chantal,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
364,Female,34,Standard,3,1,10:47:00,12:03:00,76,0,1,Chantal,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
365,Female,21,Premium,2,1,18:40:00,21:21:00,161,1,1,Hanna,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
366,Male,44,Standard,3,0,10:31:00,12:28:00,117,1,1,Chantal,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
367,Female,28,Standard,2,1,20:22:00,22:56:00,154,1,0,No PT,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
368,Male,23,Premium,1,1,20:41:00,23:00:00,139,0,1,Chantal,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
369,Male,29,Premium,1,1,17:22:00,18:42:00,80,1,1,Jeffrey,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
370,Female,28,Premium,1,1,13:08:00,14:35:00,87,1,1,Hanna,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1
371,Male,21,Premium,2,0,20:10:00,21:56:00,106,0,0,No PT,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,Female,46,Premium,5,1,11:18:00,14:06:00,168,1,1,Jeffrey,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
373,Female,33,Premium,2,1,8:52:00,11:07:00,135,0,0,No PT,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
374,Female,39,Premium,2,1,17:43:00,18:36:00,53,0,1,Chantal,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
375,Male,25,Premium,2,0,16:54:00,18:20:00,86,0,1,Mike,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,Female,29,Premium,3,1,20:16:00,23:04:00,168,1,0,No PT,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
377,Male,34,Premium,3,0,14:36:00,15:56:00,80,0,1,Mike,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,Male,40,Premium,2,1,18:52:00,19:42:00,50,1,0,No PT,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
379,Female,14,Premium,3,0,8:29:00,10:35:00,126,0,0,No PT,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,Male,43,Standard,1,0,19:38:00,20:56:00,78,1,0,No PT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
381,Male,26,Premium,5,0,18:01:00,18:43:00,42,1,0,No PT,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
382,Male,45,Premium,2,1,14:20:00,17:20:00,180,1,1,Hanna,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
383,Female,26,Standard,2,0,20:26:00,21:25:00,59,0,1,Chantal,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,Female,26,Premium,3,1,17:35:00,18:31:00,56,1,0,No PT,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1
385,Female,16,Premium,3,1,12:45:00,14:42:00,117,1,1,Hanna,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0
386,Male,49,Premium,1,1,13:06:00,14:29:00,83,0,1,Hanna,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
387,Male,26,Premium,2,1,19:08:00,21:19:00,131,1,1,Jeffrey,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
388,Male,19,Standard,2,1,20:23:00,21:49:00,86,0,1,Jeffrey,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
389,Female,34,Premium,1,1,17:57:00,19:46:00,109,0,1,Chantal,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
390,Female,12,Standard,3,0,8:59:00,10:26:00,87,0,1,Hanna,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,Female,26,Standard,5,0,13:34:00,15:19:00,105,1,0,No PT,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
392,Female,39,Standard,2,1,8:25:00,10:10:00,105,0,1,Jeffrey,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
393,Female,41,Standard,4,1,10:09:00,10:57:00,48,1,0,No PT,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
394,Female,17,Premium,2,0,9:30:00,12:24:00,174,1,1,Hanna,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
395,Female,28,Standard,3,0,19:59:00,20:40:00,41,0,1,Chantal,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,Female,37,Premium,3,0,13:08:00,13:56:00,48,0,0,No PT,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,Female,33,Standard,3,0,8:47:00,9:52:00,65,0,0,No PT,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,Female,45,Premium,2,1,10:37:00,13:10:00,153,1,1,Hanna,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
399,Male,17,Premium,2,0,8:38:00,11:24:00,166,0,1,Mike,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,Male,29,Standard,3,1,13:02:00,14:08:00,66,0,0,No PT,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,Female,20,Premium,1,0,17:52:00,18:49:00,57,1,1,Hanna,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
402,Female,17,Premium,2,1,16:58:00,19:40:00,162,1,0,No PT,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0
403,Female,16,Premium,3,0,15:15:00,15:46:00,31,1,1,Chantal,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
404,Female,15,Premium,3,1,11:02:00,11:38:00,36,1,1,Chantal,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
405,Male,27,Premium,2,1,16:35:00,18:56:00,141,1,1,Jeffrey,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
406,Female,26,Standard,4,1,13:03:00,15:39:00,156,0,1,Chantal,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
407,Female,22,Standard,3,1,17:29:00,19:06:00,97,1,0,No PT,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1
408,Male,22,Premium,1,0,11:31:00,12:13:00,42,1,1,Chantal,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
409,Female,19,Standard,3,0,18:07:00,20:51:00,164,0,1,Jeffrey,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,Male,45,Premium,3,0,11:20:00,14:08:00,168,0,1,Mike,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,Female,44,Standard,2,0,11:53:00,12:48:00,55,0,0,No PT,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,Male,39,Standard,2,1,19:02:00,19:47:00,45,1,1,Chantal,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
413,Male,30,Premium,1,1,8:38:00,10:08:00,90,0,1,Mike,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
414,Female,29,Standard,1,1,12:26:00,13:45:00,79,0,0,No PT,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,Female,29,Premium,1,0,16:54:00,18:15:00,81,0,1,Chantal,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,Male,36,Premium,3,1,19:37:00,20:38:00,61,0,0,No PT,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
417,Female,16,Standard,3,1,14:53:00,17:02:00,129,1,0,No PT,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
418,Female,49,Premium,3,0,19:37:00,21:31:00,114,1,0,No PT,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
419,Female,19,Premium,3,1,10:33:00,11:32:00,59,0,0,No PT,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
420,Male,46,Premium,2,0,11:27:00,13:39:00,132,1,1,Hanna,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
421,Female,26,Standard,3,0,14:54:00,16:46:00,112,1,1,Chantal,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
422,Female,34,Standard,4,0,12:46:00,13:55:00,69,0,0,No PT,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,Female,37,Premium,5,1,18:48:00,21:03:00,135,0,1,Chantal,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,Female,22,Premium,1,1,12:27:00,14:03:00,96,1,0,No PT,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
425,Male,41,Premium,5,0,16:21:00,18:38:00,137,0,1,Chantal,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,Female,39,Premium,2,0,20:04:00,20:43:00,39,0,0,No PT,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,Male,14,Premium,3,0,16:05:00,19:05:00,180,1,1,Mike,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
428,Female,16,Standard,3,1,14:06:00,16:15:00,129,1,0,No PT,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0
429,Male,31,Standard,2,1,17:57:00,19:22:00,85,1,1,Jeffrey,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
430,Female,25,Standard,2,0,15:12:00,15:57:00,45,1,1,Chantal,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
431,Male,31,Premium,2,1,16:01:00,18:11:00,130,1,0,No PT,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
432,Male,30,Standard,5,1,10:56:00,13:40:00,164,0,1,Jeffrey,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
433,Female,47,Premium,3,0,14:51:00,17:38:00,167,1,0,No PT,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
434,Female,29,Standard,5,0,18:14:00,21:04:00,170,0,0,No PT,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,Female,43,Standard,1,1,14:44:00,16:44:00,120,1,1,Chantal,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
436,Male,23,Standard,1,0,11:28:00,13:04:00,96,0,1,Mike,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,Male,27,Premium,2,1,16:29:00,19:08:00,159,1,0,No PT,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
438,Male,34,Premium,2,0,17:18:00,18:57:00,99,1,1,Mike,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
439,Male,12,Standard,2,1,13:58:00,15:56:00,118,1,1,Chantal,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
440,Male,37,Premium,1,1,13:10:00,16:02:00,172,0,0,No PT,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
441,Female,38,Standard,3,1,16:41:00,17:48:00,67,1,0,No PT,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
442,Female,30,Standard,1,0,14:08:00,17:08:00,180,0,1,Hanna,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
